Origin Document,Part In Document,File,Addendum,Part,Section,Section Title,Entity-Long,Entity,Programme,Programme Title,Subprogramme,Description,Link,Symbol,Full Document Symbol,Source
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 10 – Statistics,Statistical Conference of the Americas of the Economic Commission for Latin America and the Caribbean,,773 (XL),,Economic Commission for Latin America and the Caribbean resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,"Subprogramme 11 – Subregional activities in Central America, Cuba, the Dominican Republic, Haiti and Mexico",Long-term programme of support for Haiti,https://docs.un.org/en/E/RES/2004/52,2004/52,E/RES/2004/52,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,"Subprogramme 11 – Subregional activities in Central America, Cuba, the Dominican Republic, Haiti and Mexico",Ad Hoc Advisory Group on Haiti,https://docs.un.org/en/E/RES/2025/22,2025/22,E/RES/2025/22,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 12 – Subregional activities in the Caribbean,Political declaration of the third high-level meeting of the General Assembly on the prevention and control of non-communicable diseases,https://docs.un.org/en/A/RES/73/2,73/2,A/RES/73/2,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 12 – Subregional activities in the Caribbean,Economic and other activities which affect the interests of the peoples of the Non-Self-Governing Territories,https://docs.un.org/en/A/RES/80/86,80/86,A/RES/80/86,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 12 – Subregional activities in the Caribbean,Cooperatives in social development,https://docs.un.org/en/A/RES/80/182,80/182,A/RES/80/182,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 12 – Subregional activities in the Caribbean,United Nations Inter-Agency Task Force on the Prevention and Control of Non-communicable Diseases,https://docs.un.org/en/E/RES/2024/17,2024/17,E/RES/2024/17,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 12 – Subregional activities in the Caribbean,Support to Non-Self-Governing Territories by the specialized agencies and international institutions associated with the United Nations,https://docs.un.org/en/E/RES/2025/32,2025/32,E/RES/2025/32,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 12 – Subregional activities in the Caribbean,Establishment of a Caribbean development and cooperation committee,,358 (XVI),,Economic Commission for Latin America and the Caribbean resolution
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 13 – Support for regional and subregional integration and cooperation processes and organizations,Establishment of the Regional Conference on South-South Cooperation in Latin America and the Caribbean,,752 (PLEN.36),,Economic Commission for Latin America and the Caribbean resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,Subprogramme 13 – Support for regional and subregional integration and cooperation processes and organizations,Regional Conference on South-South Cooperation in Latin America and the Caribbean,,781 (XL),,Economic Commission for Latin America and the Caribbean resolutions
PPB 2027,Mandates and background,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,,"The mandate derives from the priorities established in relevant General Assembly resolutions and decisions, as well as Economic and Social Council resolution 106 (VI), by which the Council established the Commission for the purpose of contributing to and coordinating action towards the economic and social development of the region and reinforcing economic relationships among the countries of Latin America and the Caribbean and with other regions of the world.",https://docs.un.org/en/E/RES/106(VI),106 (VI),E/RES/106(VI),Economic and Social Council resolutions
PPB 2027,Mandates and background,A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,,"In Assembly resolution 79/323 on the Sevilla Commitment, Member States reaffirmed their commitment to sustainable development, including effectively implementing the 2030 Agenda for Sustainable Development and its 17 Sustainable Development Goals.",https://docs.un.org/en/A/RES/79/323,79/323,A/RES/79/323,General Assembly resolutions
PPB 2027,Mandates and background (LLM),A_81_6 (SECT. 21).json,,V,21,Economic and social development in Latin America and the Caribbean,Economic Commission for Latin America and the Caribbean,ECLAC,18.0,Economic and social development in latin america and the caribbean,,"In 1996, pursuant to ECLAC resolution 553 (XXVI), the Commission decided, inter alia, to collaborate with member States in the comprehensive analysis of development processes geared towards the design, monitoring and evaluation of public policies and the resulting provision of operational services in the fields of specialized information, advisory services, training and support for regional and international cooperation and coordination.",,553 (XXVI),,ECLAC
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Development-related activities,https://docs.un.org/en/A/RES/63/260,63/260,A/RES/63/260,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Political declaration on strengthening cooperation between the United Nations and regional and subregional organizations,https://docs.un.org/en/A/RES/69/277,69/277,A/RES/69/277,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Addis Ababa Action Agenda of the Third International Conference on Financing for Development,https://docs.un.org/en/A/RES/69/313,69/313,A/RES/69/313,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Transforming our world: the 2030 Agenda for Sustainable Development,https://docs.un.org/en/A/RES/70/1,70/1,A/RES/70/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Repositioning of the United Nations development system in the context of the quadrennial comprehensive policy review of operational activities for development of the United Nations system,https://docs.un.org/en/A/RES/72/279,72/279,A/RES/72/279,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Doha Programme of Action for the Least Developed Countries,https://docs.un.org/en/A/RES/76/258,76/258,A/RES/76/258,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Political declaration of the high-level political forum on sustainable development convened under the auspices of the General Assembly,https://docs.un.org/en/A/RES/78/1,78/1,A/RES/78/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,The pact for the future,https://docs.un.org/en/A/RES/79/1,79/1,A/RES/79/1,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Cooperation between the United Nations and the League of Arab States,https://docs.un.org/en/A/RES/79/12,79/12,A/RES/79/12,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,International trade and development,https://docs.un.org/en/A/RES/79/195,79/195,A/RES/79/195,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Entrepreneurship for sustainable development,https://docs.un.org/en/A/RES/79/201,79/201,A/RES/79/201,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Quadrennial comprehensive policy review of operational activities for development of the United Nations system,https://docs.un.org/en/A/RES/79/226,79/226,A/RES/79/226,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Towards global partnerships: a principle-based approach to enhanced cooperation between the United Nations and all relevant partners,https://docs.un.org/en/A/RES/79/228,79/228,A/RES/79/228,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Sevilla Commitment,https://docs.un.org/en/A/RES/79/323,79/323,A/RES/79/323,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Doha Political Declaration of the “World Social Summit” under the title “the Second World Summit for Social Development”,https://docs.un.org/en/A/RES/80/5,80/5,A/RES/80/5,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Financial inclusion for sustainable development,https://docs.un.org/en/A/RES/80/125,80/125,A/RES/80/125,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Promoting investments for sustainable development,https://docs.un.org/en/A/RES/80/127,80/127,A/RES/80/127,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Culture and sustainable development,https://docs.un.org/en/A/RES/80/148,80/148,A/RES/80/148,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Eradicating rural poverty to implement the 2030 Agenda for Sustainable Development,https://docs.un.org/en/A/RES/80/154,80/154,A/RES/80/154,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Operational activities for development of the United Nations system,https://docs.un.org/en/A/RES/80/155,80/155,A/RES/80/155,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,South-South cooperation,https://docs.un.org/en/A/RES/80/156,80/156,A/RES/80/156,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Establishment of an Economic Commission for Western Asia,https://docs.un.org/en/E/RES/1818(LV),1818 (LV),E/RES/1818(LV),Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Amendment of the terms of reference of the Economic Commission for Western Asia: change of name of the Commission,https://docs.un.org/en/E/RES/1985/69,1985/69,E/RES/1985/69,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Work of the Statistical Commission pertaining to the 2030 Agenda for Sustainable Development,https://docs.un.org/en/E/RES/2017/7,2017/7,E/RES/2017/7,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,New strategic vision of the Economic and Social Commission for Western Asia,https://docs.un.org/en/E/RES/2021/3,2021/3,E/RES/2021/3,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Progress in the implementation of General Assembly resolution 75/233 on the quadrennial comprehensive policy review of operational activities for development of the United Nations system,https://docs.un.org/en/E/RES/2024/19,2024/19,E/RES/2024/19,Economic and Social Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Tunis Declaration on Social Justice in the Arab Region (2014),,Tunis Declaration on Social Justice in the Arab Region (2014),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Doha Declaration on the Implementation of the 2030 Agenda for Sustainable Development (2016),,Doha Declaration on the Implementation of the 2030 Agenda for Sustainable Development (2016),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Beirut Consensus on Technology for Sustainable Development in the Arab Region (2018),,Beirut Consensus on Technology for Sustainable Development in the Arab Region (2018),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Arab Declaration on Progress in Implementation of the Beijing Declaration and Platform for Action after 25 Years (2019),,Arab Declaration on Progress in Implementation of the Beijing Declaration and Platform for Action after 25 Years (2019),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Gender statistics for equality and empowerment of women,,286 (XXV),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Comprehensive approaches to technical cooperation in response to member States’ emerging needs,,331 (XXX),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,War on Gaza and support for the Palestinian people,,345 (XXXI),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Effective economic governance and modernization of public administration,,346 (XXXI),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Arab Vision 2045,,347 (XXXI),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Programme performance for the period 2024–2025 and proposed programme plan for 2027 in view of the UN80 Initiative,,348 (EC.10),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,,Adoption of the session reports of subsidiary bodies of the Economic and Social Commission for Western Asia,,349 (EC.10),,Economic and Social Commission for Western Asia ministerial declarations and resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"International Decade for Action, “Water for Sustainable Development,” 2018–2028",https://docs.un.org/en/A/RES/71/222,71/222,A/RES/71/222,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,Building global resilience and promoting sustainable development through regional and interregional infrastructure connectivity,https://docs.un.org/en/A/RES/77/282,77/282,A/RES/77/282,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,International Day of Combating Sand and Dust Storms,https://docs.un.org/en/A/RES/77/294,77/294,A/RES/77/294,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"Follow-up to the United Nations Conference on the Midterm Comprehensive Review of the Implementation of the Objectives of the International Decade for Action, “Water for Sustainable Development”, 2018–2028",https://docs.un.org/en/A/RES/77/334,77/334,A/RES/77/334,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"United Nations Decade on Combating Sand and Dust Storms, (2025–2034)",https://docs.un.org/en/A/RES/78/314,78/314,A/RES/78/314,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,The pivotal role of reliable and stable energy connectivity in driving sustainable development,https://docs.un.org/en/A/RES/80/131,80/131,A/RES/80/131,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"Promoting sustainable consumption and production patterns for the implementation of the 2030 Agenda for Sustainable Development, building on Agenda 21",https://docs.un.org/en/A/RES/80/135,80/135,A/RES/80/135,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,Disaster risk reduction,https://docs.un.org/en/A/RES/80/137,80/137,A/RES/80/137,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,Protection of global climate for present and future generations of humankind,https://docs.un.org/en/A/RES/80/138,80/138,A/RES/80/138,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"Implementation of the United Nations Convention to Combat Desertification in Those Countries Experiencing Serious Drought and/or Desertification, Particularly in Africa",https://docs.un.org/en/A/RES/80/139,80/139,A/RES/80/139,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"Ensuring access to affordable, reliable, sustainable and modern energy for all",https://docs.un.org/en/A/RES/80/142,80/142,A/RES/80/142,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,Combating sand and dust storms,https://docs.un.org/en/A/RES/80/143,80/143,A/RES/80/143,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,"Agriculture development, food security and nutrition",https://docs.un.org/en/A/RES/80/157,80/157,A/RES/80/157,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,Addressing climate change issues in the Arab region,,281 (XXV),,Economic and Social Commission for Western Asia resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,Subprogramme 1 – Climate change and natural resource sustainability,Establishment of the Arab centre for climate change policies in the Arab region,,329 (XXX),,Economic and Social Commission for Western Asia resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Implementation of the Programme of Action of the International Conference on Population and Development,https://docs.un.org/en/A/RES/50/124,50/124,A/RES/50/124,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Follow-up to the Second World Assembly on Ageing,https://docs.un.org/en/A/RES/57/167,57/167,A/RES/57/167,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Follow-up to the International Conference on Population and Development beyond 2014,https://docs.un.org/en/A/RES/65/234,65/234,A/RES/65/234,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",New Urban Agenda,https://docs.un.org/en/A/RES/71/256,71/256,A/RES/71/256,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development","Global Compact for Safe, Orderly and Regular Migration",https://docs.un.org/en/A/RES/73/195,73/195,A/RES/73/195,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Implementation of the Convention on the Rights of Persons with Disabilities and the optional Protocol thereto: participation,https://docs.un.org/en/A/RES/76/154,76/154,A/RES/76/154,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Enhancing accessibility for persons with disabilities to conferences and meetings of the United Nations system,https://docs.un.org/en/A/RES/76/273,76/273,A/RES/76/273,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Inclusive development for and with persons with disabilities,https://docs.un.org/en/A/RES/79/149,79/149,A/RES/79/149,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",International migration and development,https://docs.un.org/en/A/RES/79/217,79/217,A/RES/79/217,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Implementation of the Third United Nations Decade for the Eradication of Poverty (2018–2027),https://docs.un.org/en/A/RES/79/221,79/221,A/RES/79/221,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Women in development,https://docs.un.org/en/A/RES/79/223,79/223,A/RES/79/223,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Contribution of the care economy to sustainable development,https://docs.un.org/en/A/RES/80/152,80/152,A/RES/80/152,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Implementation of the outcome of the World Summit for Social Development and of the twenty-fourth special session of the General Assembly,https://docs.un.org/en/A/RES/80/178,80/178,A/RES/80/178,General Assembly resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 22).json,,V,22,Economic and social development in Western Asia,Economic and Social Commission for Western Asia,ESCWA,19.0,Economic and social development in western asia,"Subprogramme 2 – Gender justice, population and inclusive development",Policies and programmes involving youth,https://docs.un.org/en/A/RES/80/180,80/180,A/RES/80/180,General Assembly resolutions
